player_id,player_role,prefix_name,prefix_bonus,prefix_prob,effective_bonus
10366616,Support,Balanced,8,0.27406997140437045,0.021925597712349636
10366616,Support,Bestial,17,0.20279413552166684,0.03447500303868336
10366616,Support,Brawny,13,0.32814352388944285,0.04265865810562757
10366616,Support,Canny,21,0.3052719200693768,0.06410710321456914
10366616,Support,Cerulean,22,0.12088162752953466,0.026593958056497623
10366616,Support,Clutch,10,0.20665192994980594,0.020665192994980593
10366616,Support,Coveted,19,0.056444977161126696,0.010724545660614072
10366616,Support,Crimson,6,0.20716029549971351,0.01242961772998281
10366616,Support,Dashing,16,0.09251458463680984,0.014802333541889574
10366616,Support,Elemental,16,0.426251812787024,0.06820029004592384
10366616,Support,Emerald,22,0.24328276991032916,0.05352220938027242
10366616,Support,Glamorous,25,0.010370437926554489,0.0025926094816386223
10366616,Support,Hirsute,12,0.41014988899477556,0.04921798667937306
10366616,Support,Otherworldly,24,0.0407384121475839,0.009777218915420136
10366616,Support,Sacrificial,19,0.3087023914323401,0.058653454372144614
10366616,Support,Virtuoso,22,0.05562322540595788,0.012237109589310733
16497807,Support,Balanced,8,0.22207494435630862,0.01776599554850469
16497807,Support,Bestial,17,0.10329649978412604,0.017560404963301426
16497807,Support,Brawny,13,0.03854506671635642,0.005010858673126335
16497807,Support,Canny,21,0.2812781378355397,0.05906840894546333
16497807,Support,Cerulean,22,0.057944759829707815,0.012747847162535719
16497807,Support,Clutch,10,0.35114348152902547,0.03511434815290255
16497807,Support,Coveted,19,0.031806062967531586,0.006043151963831001
16497807,Support,Crimson,6,0.44887293105795795,0.026932375863477475
16497807,Support,Dashing,16,0.45810185109179535,0.07329629617468726
16497807,Support,Elemental,16,0.05003350335881519,0.008005360537410432
16497807,Support,Emerald,22,0.2020045141851207,0.04444099312072655
16497807,Support,Glamorous,25,0.038009478650646494,0.009502369662661624
16497807,Support,Hirsute,12,0.44108591966252114,0.05293031035950253
16497807,Support,Otherworldly,24,0.06503749928631396,0.015608999828715348
16497807,Support,Sacrificial,19,0.37434899799779003,0.07112630961958011
16497807,Support,Virtuoso,22,0.03712987382540167,0.008168572241588368
25907144,Support,Balanced,8,0.43889046766888495,0.0351112374135108
25907144,Support,Bestial,17,0.06307116898840591,0.010722098728029004
25907144,Support,Brawny,13,0.09442323649419253,0.01227502074424503
25907144,Support,Canny,21,0.2506342484169181,0.05263319216755281
25907144,Support,Cerulean,22,0.030640554267564724,0.006740921938864239
25907144,Support,Clutch,10,0.20665192994980594,0.020665192994980593
25907144,Support,Coveted,19,0.10287379098588004,0.01954602028731721
25907144,Support,Crimson,6,0.4992374280369328,0.02995424568221597
25907144,Support,Dashing,16,0.21605204742000428,0.03456832758720069
25907144,Support,Elemental,16,0.11873035406517979,0.018996856650428766
25907144,Support,Emerald,22,0.2984977154497407,0.06566949739894296
25907144,Support,Glamorous,25,0.15636653804067588,0.03909163451016897
25907144,Support,Hirsute,12,0.2731380891110192,0.03277657069332231
25907144,Support,Otherworldly,24,0.1483826567399009,0.03561183761757621
25907144,Support,Sacrificial,19,0.12554782843937584,0.02385408740348141
25907144,Support,Virtuoso,22,0.18299333113811042,0.04025853285038429
54580962,Support,Balanced,8,0.1318000571725582,0.010544004573804656
54580962,Support,Bestial,17,0.3581778377807762,0.060890232422731956
54580962,Support,Brawny,13,0.36856793317396164,0.04791383131261501
54580962,Support,Canny,21,0.4996320096534802,0.10492272202723084
54580962,Support,Cerulean,22,0.3216127516790698,0.07075480536939535
54580962,Support,Clutch,10,0.24425510414975884,0.024425510414975884
54580962,Support,Coveted,19,0,0
54580962,Support,Crimson,6,0.25955958544568514,0.015573575126741108
54580962,Support,Dashing,16,0,0
54580962,Support,Elemental,16,0.24255942900353192,0.03880950864056511
54580962,Support,Emerald,22,0.2795413644285747,0.061499100174286433
54580962,Support,Glamorous,25,0,0
54580962,Support,Hirsute,12,0.17392262165082328,0.020870714598098795
54580962,Support,Otherworldly,24,0,0
54580962,Support,Sacrificial,19,0.19909971767013998,0.037828946357326594
54580962,Support,Virtuoso,22,0.11000974650170538,0.024202144230375186
56351509,Core,Balanced,8,0.5030863956838298,0.04024691165470639
56351509,Core,Bestial,17,0.4285291682988352,0.07284995861080198
56351509,Core,Brawny,13,0.4711709232630444,0.06125222002419577
56351509,Core,Canny,21,0.025742681053125684,0.005405963021156393
56351509,Core,Cerulean,22,0.20248508478775287,0.04454671865330563
56351509,Core,Clutch,10,0.27456309332477863,0.027456309332477863
56351509,Core,Coveted,19,0.08899304481076505,0.016908678514045358
56351509,Core,Crimson,6,0.16097550976390998,0.0096585305858346
56351509,Core,Dashing,16,0,0
56351509,Core,Elemental,16,0.1717653046232076,0.027482448739713217
56351509,Core,Emerald,22,0.20373312838597502,0.044821288244914506
56351509,Core,Glamorous,25,0,0
56351509,Core,Hirsute,12,0.46142379941529404,0.05537085592983528
56351509,Core,Otherworldly,24,0.28422937111455004,0.06821504906749201
56351509,Core,Sacrificial,19,0.35328387123840616,0.06712393553529716
56351509,Core,Virtuoso,22,0.20045496506981325,0.04410009231535891
77490514,Support,Balanced,8,0.3657106091967397,0.029256848735739176
77490514,Support,Bestial,17,0.18765463682850347,0.03190128826084559
77490514,Support,Brawny,13,0.1969400034735756,0.025602200451564826
77490514,Support,Canny,21,0.14073158492319085,0.029553632833870077
77490514,Support,Cerulean,22,0.12507617216702432,0.02751675787674535
77490514,Support,Clutch,10,0.24425510414975884,0.024425510414975884
77490514,Support,Coveted,19,0.10553710294299588,0.020052049559169217
