player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
10366616,4,4,23,325.15216,0,1,9,2,4,6,3,2,0,0.7096774,21.133278,0,0,0
100058342,7,3,310,724.0248,3,5,0,1,1,2,0,0,0,0.67741936,15.766325,1,1,1
898455820,7,2,241,628.259,7,0,2,3,13,1,0,0,1,0.6451613,36.732834,0,0,0
183719386,6,1,238,575.3703,1,0,0,3,1,2,0,2,0,0.58064514,23.1666,0,0,2
25907144,7,1,69,397.1535,1,1,4,0,5,1,1,1,0,0.7096774,5.333399,0,0,0
170896543,3,5,232,468.91888,2,0,0,5,2,1,1,1,0,0.45454547,11.033203,1,0,0
179313961,0,3,242,459.3794,2,1,2,1,9,1,0,1,0,0.54545456,-1.6666262,1,0,1
139031324,3,7,204,489.1777,5,0,0,3,0,6,0,0,0,0.6363636,4.866406,0,0,0
193884241,2,7,54,253.79128,0,0,6,0,2,4,2,1,0,0.72727275,38.033203,0,0,0
249835593,3,9,122,329.90506,2,0,6,2,5,2,3,2,0,0.6363636,12.066406,0,0,0

