player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
331855530,7,0,329,786.3172,3,4,0,3,3,1,0,0,1,0.5263158,8.1,0,0,0
132851371,3,0,200,563.3428,1,1,0,2,4,0,0,2,0,0.68421054,15.467382,0,0,0
136829091,2,1,8,337.84244,0,0,6,1,6,5,3,1,0,0.68421054,16.166796,0,0,0
164199202,0,2,76,353.11414,2,0,5,1,4,3,0,0,0,0.6315789,33.499928,0,0,1
94054712,7,1,243,639.0406,4,2,2,0,7,0,0,0,0,0.68421054,15.833008,0,1,0
124801257,4,1,268,597.9275,8,1,0,0,1,1,0,2,0,1.0,1.4666114,1,0,0
480412663,0,0,233,438.4491,2,0,2,1,9,0,0,1,0,0.5,6.7001224,0,0,0
165564598,0,4,127,334.61713,0,1,0,0,0,2,0,3,0,0.25,11.233203,0,0,0
317880638,0,9,19,181.93907,0,0,6,1,5,3,4,0,0,1.0,15.900244,0,0,1
431770905,0,5,111,348.25674,0,0,4,4,2,0,1,0,0,0.5,0.0,0,0,0

