player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
148215639,4,5,408,572.94727,6,0,0,2,3,4,0,0,0,0.44444445,26.966478,2,1,0
173978074,5,6,335,575.31946,4,0,1,2,10,6,0,0,1,0.7777778,16.199902,2,0,0
138857296,0,4,310,454.3131,6,1,1,1,2,4,1,1,0,0.5555556,35.23473,1,0,0
207829314,6,9,90,310.35144,3,0,3,11,5,6,3,5,0,0.9444444,14.334186,0,0,0
94296097,3,7,113,280.54312,0,0,15,1,3,5,4,1,0,0.5555556,34.733276,1,0,0
10366616,1,7,50,343.70605,2,0,12,3,10,5,3,6,0,0.7741935,33.298466,1,0,1
100058342,10,1,510,780.7428,11,5,0,3,8,0,0,3,0,0.58064514,30.166748,2,0,1
898455820,9,1,419,702.6038,4,2,1,0,7,0,0,0,1,0.7741935,38.600563,1,0,0
183719386,5,6,267,684.77637,2,0,0,6,8,5,0,3,0,0.61290324,39.56531,0,0,0
25907144,6,3,145,446.35782,1,0,7,12,9,5,4,0,0,0.8064516,28.833672,2,0,0

