player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
105248644,0,6,164,362.4727,2,0,0,0,0,1,0,2,0,0.14285715,0.0,0,0,0
111620041,3,9,100,334.0714,1,0,1,1,3,1,0,0,0,1.0,0.0,0,0,0
156328257,0,8,92,286.736,1,0,0,0,0,2,0,1,0,0.2857143,-1.0663333,0,0,0
101356886,2,9,40,234.51572,0,0,6,0,4,2,2,0,0,0.85714287,19.767334,0,0,0
82262664,2,8,17,173.56325,2,0,3,0,5,2,3,0,0,0.85714287,8.400244,0,0,0
171262902,11,1,247,753.0008,6,3,0,3,5,1,0,1,1,0.45,44.89969,0,0,0
56351509,5,1,159,581.3828,2,3,0,1,3,1,0,1,0,0.475,32.19992,0,0,0
106573901,14,1,169,664.7278,1,0,2,2,7,1,0,2,0,0.775,47.0325,0,1,0
127565532,3,1,14,311.11697,0,0,4,0,5,1,2,1,0,0.75,38.600086,0,0,2
196878136,7,3,60,446.94156,1,1,5,1,1,2,1,4,0,0.75,46.367043,0,0,0

