player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
154715080,7,0,335,659.00867,3,1,1,0,16,5,0,1,0,0.82758623,-3.9654062,0,0,0
155494381,2,3,47,310.02188,2,0,8,7,5,7,2,6,1,0.6551724,22.133179,0,0,0
148526973,5,3,58,355.6133,1,0,9,2,1,5,4,1,0,0.86206895,0.0,0,1,1
152545459,6,2,323,645.8652,3,2,0,2,4,5,0,1,0,0.7586207,50.70092,0,0,1
355168766,9,3,419,807.6395,3,5,0,2,1,0,0,0,1,0.7586207,26.433594,2,0,0
293904640,0,7,16,175.4381,2,0,9,6,1,4,3,6,0,0.6363636,0.0,2,0,0
152859296,3,10,109,309.28256,3,0,8,3,9,2,3,1,0,0.90909094,16.033129,2,0,4
126842529,1,6,245,448.57608,3,1,0,2,3,3,1,1,0,0.8181818,31.266016,0,0,0
113435203,5,3,294,510.104,3,0,1,5,7,0,0,1,0,0.72727275,0.0,0,0,0
330534326,2,4,424,626.3143,3,2,0,3,5,1,0,0,0,0.54545456,29.199732,2,0,0

