player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
292921272,12,0,133,686.62274,0,1,0,1,0,1,0,1,0,0.8333333,0.0,0,0,1
346412363,4,2,31,360.47073,0,0,3,1,3,1,1,0,0,0.5833333,4.0,0,1,1
93618577,1,1,85,433.63037,0,2,1,0,5,0,0,0,0,0.5,21.766014,0,0,0
320219866,1,0,62,377.93985,2,1,3,1,2,1,1,0,0,0.5833333,0.0,0,0,0
97658618,5,1,158,703.1007,3,2,0,0,2,0,0,0,0,0.5833333,0.0,0,0,0
81306398,1,4,50,228.33737,2,0,4,1,3,2,1,1,0,1.0,11.966259,0,0,0
131303632,1,3,58,270.33755,1,0,1,2,3,0,0,0,0,0.75,9.06665,0,0,0
138880576,2,2,92,352.6654,0,0,0,0,1,0,0,3,0,0.75,38.29904,0,0,0
164685175,0,8,75,289.47925,2,0,0,0,1,1,0,0,0,0.25,3.933203,0,0,0
157989498,0,7,15,172.52295,0,0,2,0,3,2,0,1,0,0.5,22.100216,0,0,0

