player_id,kills,deaths,creep_score,gpm,neutral_tokens_found,tower_kills,wards_placed,camps_stacked,runes_grabbed,watchers_taken,smokes_used,lotuses_grabbed,roshan_kills,teamfight_participation,stuns,tormentor_kills,first_blood,courier_kills
1171243748,10,1,528,889.73047,10,7,0,5,7,5,0,1,1,0.6666667,37.43232,3,0,0
177953305,3,1,95,375.94608,0,1,10,1,2,9,1,7,0,0.73333335,0.0,3,0,1
155332459,3,11,48,329.3721,0,0,7,6,4,0,6,0,0,0.6666667,62.601437,2,0,0
352545711,12,3,289,629.4581,3,0,2,0,15,4,0,0,1,0.8666667,37.099854,0,0,0
408729743,1,9,188,438.8274,2,1,0,3,1,3,0,1,0,0.56666666,54.19938,2,0,0
138177198,2,4,254,453.66397,4,0,0,2,2,1,0,2,0,0.64,12.732423,0,0,0
118948666,10,3,273,543.87036,2,1,2,4,14,0,1,0,0,0.8,152.0309,0,1,0
349310876,2,8,66,245.74539,1,0,14,4,4,2,4,0,0,0.64,41.23333,0,0,0
1031547092,2,7,141,321.08942,3,0,1,7,5,4,2,8,0,0.56,44.133003,0,0,0
425588742,9,8,352,530.8142,5,2,1,4,2,5,0,2,0,0.68,54.367203,0,0,1

